Alta Clinica Codigo Amb;Alta Clinica Nome Amb;Setor - Centro de Custo;Tp Categoria Vl Custo;Tp Categoria Vl Custo (copy);Vl Categoria Vl Custo;Vl Faturado Amb;Cd Cen Cus;Cd Setor;Cd Setor Grupo;Dt Competencia;Nm Nivel2 Setor;Nm Nivel3 Setor;Nm Nivel4 Setor;Nm Setor;Nm Setor Grupo;Qt Pessoal Medico Rateio;Qt Pessoal Naomedico Rateio
;;3918 - GERADORES;PESSOAL MEDICO;vl_pessoal_medico_total;0;;05.30.10.06.00;3918;6807;01/04/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;GERADORES;GERADORES;ENGENHARIA E PROJETOS/OBRAS;;
;;3918 - GERADORES;PESSOAL NAO MEDICO;vl_pessoal_nmedico_total;0;;05.30.10.06.00;3918;6807;01/04/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;GERADORES;GERADORES;ENGENHARIA E PROJETOS/OBRAS;;
;;3918 - GERADORES;PRESTACAO SERVICOS;vl_prestacao_servico_total;2068;;05.30.10.06.00;3918;6807;01/04/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;GERADORES;GERADORES;ENGENHARIA E PROJETOS/OBRAS;;
;;3918 - GERADORES;RATEIO ABSORVIDO;vl_absorvido_total;1599.2545;;05.30.10.06.00;3918;6807;01/05/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;GERADORES;GERADORES;ENGENHARIA E PROJETOS/OBRAS;;
;;3918 - GERADORES;GERAIS;vl_gerais_total;0;;05.30.10.06.00;3918;6807;01/05/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;GERADORES;GERADORES;ENGENHARIA E PROJETOS/OBRAS;;
;;3918 - GERADORES;MAT CONSUMO GERAL;vl_mat_consumo_geral_total;0;;05.30.10.06.00;3918;6807;01/05/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;GERADORES;GERADORES;ENGENHARIA E PROJETOS/OBRAS;;
;;3918 - GERADORES;MAT MED USO NO PACIENTE;vl_matmed_paciente_total;0;;05.30.10.06.00;3918;6807;01/05/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;GERADORES;GERADORES;ENGENHARIA E PROJETOS/OBRAS;;
;;3918 - GERADORES;NAO OPERACIONAIS;vl_nao_operacionais_total;0;;05.30.10.06.00;3918;6807;01/05/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;GERADORES;GERADORES;ENGENHARIA E PROJETOS/OBRAS;;
;;3918 - GERADORES;PESSOAL MEDICO;vl_pessoal_medico_total;0;;05.30.10.06.00;3918;6807;01/05/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;GERADORES;GERADORES;ENGENHARIA E PROJETOS/OBRAS;;
;;3918 - GERADORES;PESSOAL NAO MEDICO;vl_pessoal_nmedico_total;0;;05.30.10.06.00;3918;6807;01/05/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;GERADORES;GERADORES;ENGENHARIA E PROJETOS/OBRAS;;
;;3918 - GERADORES;PRESTACAO SERVICOS;vl_prestacao_servico_total;2068;;05.30.10.06.00;3918;6807;01/05/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;GERADORES;GERADORES;ENGENHARIA E PROJETOS/OBRAS;;
;;3918 - GERADORES;RATEIO ABSORVIDO;vl_absorvido_total;1465.2961;;05.30.10.06.00;3918;6807;01/06/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;GERADORES;GERADORES;ENGENHARIA E PROJETOS/OBRAS;;
;;3918 - GERADORES;GERAIS;vl_gerais_total;0;;05.30.10.06.00;3918;6807;01/06/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;GERADORES;GERADORES;ENGENHARIA E PROJETOS/OBRAS;;
;;3918 - GERADORES;MAT CONSUMO GERAL;vl_mat_consumo_geral_total;0;;05.30.10.06.00;3918;6807;01/06/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;GERADORES;GERADORES;ENGENHARIA E PROJETOS/OBRAS;;
;;3918 - GERADORES;MAT MED USO NO PACIENTE;vl_matmed_paciente_total;0;;05.30.10.06.00;3918;6807;01/06/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;GERADORES;GERADORES;ENGENHARIA E PROJETOS/OBRAS;;
;;3918 - GERADORES;NAO OPERACIONAIS;vl_nao_operacionais_total;0;;05.30.10.06.00;3918;6807;01/06/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;GERADORES;GERADORES;ENGENHARIA E PROJETOS/OBRAS;;
;;3918 - GERADORES;PESSOAL MEDICO;vl_pessoal_medico_total;0;;05.30.10.06.00;3918;6807;01/06/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;GERADORES;GERADORES;ENGENHARIA E PROJETOS/OBRAS;;
;;3918 - GERADORES;PESSOAL NAO MEDICO;vl_pessoal_nmedico_total;0;;05.30.10.06.00;3918;6807;01/06/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;GERADORES;GERADORES;ENGENHARIA E PROJETOS/OBRAS;;
;;3918 - GERADORES;PRESTACAO SERVICOS;vl_prestacao_servico_total;2068;;05.30.10.06.00;3918;6807;01/06/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;GERADORES;GERADORES;ENGENHARIA E PROJETOS/OBRAS;;
;;3918 - GERADORES;RATEIO ABSORVIDO;vl_absorvido_total;1544.8469;;05.30.10.06.00;3918;6807;01/07/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;GERADORES;GERADORES;ENGENHARIA E PROJETOS/OBRAS;;
;;3918 - GERADORES;GERAIS;vl_gerais_total;0;;05.30.10.06.00;3918;6807;01/07/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;GERADORES;GERADORES;ENGENHARIA E PROJETOS/OBRAS;;
;;3918 - GERADORES;MAT CONSUMO GERAL;vl_mat_consumo_geral_total;0;;05.30.10.06.00;3918;6807;01/07/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;GERADORES;GERADORES;ENGENHARIA E PROJETOS/OBRAS;;
;;3918 - GERADORES;MAT MED USO NO PACIENTE;vl_matmed_paciente_total;0;;05.30.10.06.00;3918;6807;01/07/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;GERADORES;GERADORES;ENGENHARIA E PROJETOS/OBRAS;;
;;3918 - GERADORES;NAO OPERACIONAIS;vl_nao_operacionais_total;0;;05.30.10.06.00;3918;6807;01/07/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;GERADORES;GERADORES;ENGENHARIA E PROJETOS/OBRAS;;
;;3918 - GERADORES;PESSOAL MEDICO;vl_pessoal_medico_total;0;;05.30.10.06.00;3918;6807;01/07/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;GERADORES;GERADORES;ENGENHARIA E PROJETOS/OBRAS;;
;;3918 - GERADORES;PESSOAL NAO MEDICO;vl_pessoal_nmedico_total;0;;05.30.10.06.00;3918;6807;01/07/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;GERADORES;GERADORES;ENGENHARIA E PROJETOS/OBRAS;;
;;3918 - GERADORES;PRESTACAO SERVICOS;vl_prestacao_servico_total;2885;;05.30.10.06.00;3918;6807;01/07/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;GERADORES;GERADORES;ENGENHARIA E PROJETOS/OBRAS;;
;;3918 - GERADORES;RATEIO ABSORVIDO;vl_absorvido_total;1288.998;;05.30.10.06.00;3918;6807;01/08/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;GERADORES;GERADORES;ENGENHARIA E PROJETOS/OBRAS;;
;;3918 - GERADORES;GERAIS;vl_gerais_total;0;;05.30.10.06.00;3918;6807;01/08/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;GERADORES;GERADORES;ENGENHARIA E PROJETOS/OBRAS;;
;;3918 - GERADORES;MAT CONSUMO GERAL;vl_mat_consumo_geral_total;0;;05.30.10.06.00;3918;6807;01/08/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;GERADORES;GERADORES;ENGENHARIA E PROJETOS/OBRAS;;
;;3918 - GERADORES;MAT MED USO NO PACIENTE;vl_matmed_paciente_total;0;;05.30.10.06.00;3918;6807;01/08/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;GERADORES;GERADORES;ENGENHARIA E PROJETOS/OBRAS;;
;;3918 - GERADORES;NAO OPERACIONAIS;vl_nao_operacionais_total;0;;05.30.10.06.00;3918;6807;01/08/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;GERADORES;GERADORES;ENGENHARIA E PROJETOS/OBRAS;;
;;3918 - GERADORES;PESSOAL MEDICO;vl_pessoal_medico_total;0;;05.30.10.06.00;3918;6807;01/08/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;GERADORES;GERADORES;ENGENHARIA E PROJETOS/OBRAS;;
;;3918 - GERADORES;PESSOAL NAO MEDICO;vl_pessoal_nmedico_total;0;;05.30.10.06.00;3918;6807;01/08/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;GERADORES;GERADORES;ENGENHARIA E PROJETOS/OBRAS;;
;;3918 - GERADORES;PRESTACAO SERVICOS;vl_prestacao_servico_total;2068;;05.30.10.06.00;3918;6807;01/08/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;GERADORES;GERADORES;ENGENHARIA E PROJETOS/OBRAS;;
;;3918 - GERADORES;RATEIO ABSORVIDO;vl_absorvido_total;0;;05.30.10.06.00;3918;6807;01/09/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;GERADORES;GERADORES;ENGENHARIA E PROJETOS/OBRAS;;
;;3918 - GERADORES;GERAIS;vl_gerais_total;0;;05.30.10.06.00;3918;6807;01/09/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;GERADORES;GERADORES;ENGENHARIA E PROJETOS/OBRAS;;
;;3918 - GERADORES;MAT CONSUMO GERAL;vl_mat_consumo_geral_total;0;;05.30.10.06.00;3918;6807;01/09/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;GERADORES;GERADORES;ENGENHARIA E PROJETOS/OBRAS;;
;;3918 - GERADORES;MAT MED USO NO PACIENTE;vl_matmed_paciente_total;0;;05.30.10.06.00;3918;6807;01/09/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;GERADORES;GERADORES;ENGENHARIA E PROJETOS/OBRAS;;
;;3918 - GERADORES;NAO OPERACIONAIS;vl_nao_operacionais_total;0;;05.30.10.06.00;3918;6807;01/09/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;GERADORES;GERADORES;ENGENHARIA E PROJETOS/OBRAS;;
;;3918 - GERADORES;PESSOAL MEDICO;vl_pessoal_medico_total;0;;05.30.10.06.00;3918;6807;01/09/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;GERADORES;GERADORES;ENGENHARIA E PROJETOS/OBRAS;;
;;3918 - GERADORES;PESSOAL NAO MEDICO;vl_pessoal_nmedico_total;0;;05.30.10.06.00;3918;6807;01/09/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;GERADORES;GERADORES;ENGENHARIA E PROJETOS/OBRAS;;
;;3918 - GERADORES;PRESTACAO SERVICOS;vl_prestacao_servico_total;0;;05.30.10.06.00;3918;6807;01/09/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;GERADORES;GERADORES;ENGENHARIA E PROJETOS/OBRAS;;
;;3919 - PROJETOS E OBRAS;RATEIO ABSORVIDO;vl_absorvido_total;3792.5932;;05.30.10.03.00;3919;6807;01/01/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;PROJETOS E OBRAS;PROJETOS E OBRAS;ENGENHARIA E PROJETOS/OBRAS;0;1
;;3919 - PROJETOS E OBRAS;GERAIS;vl_gerais_total;95;;05.30.10.03.00;3919;6807;01/01/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;PROJETOS E OBRAS;PROJETOS E OBRAS;ENGENHARIA E PROJETOS/OBRAS;0;1
;;3919 - PROJETOS E OBRAS;MAT CONSUMO GERAL;vl_mat_consumo_geral_total;0;;05.30.10.03.00;3919;6807;01/01/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;PROJETOS E OBRAS;PROJETOS E OBRAS;ENGENHARIA E PROJETOS/OBRAS;0;1
;;3919 - PROJETOS E OBRAS;MAT MED USO NO PACIENTE;vl_matmed_paciente_total;0;;05.30.10.03.00;3919;6807;01/01/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;PROJETOS E OBRAS;PROJETOS E OBRAS;ENGENHARIA E PROJETOS/OBRAS;0;1
;;3919 - PROJETOS E OBRAS;NAO OPERACIONAIS;vl_nao_operacionais_total;0;;05.30.10.03.00;3919;6807;01/01/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;PROJETOS E OBRAS;PROJETOS E OBRAS;ENGENHARIA E PROJETOS/OBRAS;0;1
;;3919 - PROJETOS E OBRAS;PESSOAL MEDICO;vl_pessoal_medico_total;0;;05.30.10.03.00;3919;6807;01/01/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;PROJETOS E OBRAS;PROJETOS E OBRAS;ENGENHARIA E PROJETOS/OBRAS;0;1
;;3919 - PROJETOS E OBRAS;PESSOAL NAO MEDICO;vl_pessoal_nmedico_total;3014;;05.30.10.03.00;3919;6807;01/01/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;PROJETOS E OBRAS;PROJETOS E OBRAS;ENGENHARIA E PROJETOS/OBRAS;0;1
;;3919 - PROJETOS E OBRAS;PRESTACAO SERVICOS;vl_prestacao_servico_total;0;;05.30.10.03.00;3919;6807;01/01/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;PROJETOS E OBRAS;PROJETOS E OBRAS;ENGENHARIA E PROJETOS/OBRAS;0;1
;;3919 - PROJETOS E OBRAS;RATEIO ABSORVIDO;vl_absorvido_total;2924.8946;;05.30.10.03.00;3919;6807;01/02/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;PROJETOS E OBRAS;PROJETOS E OBRAS;ENGENHARIA E PROJETOS/OBRAS;0;1
;;3919 - PROJETOS E OBRAS;GERAIS;vl_gerais_total;100;;05.30.10.03.00;3919;6807;01/02/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;PROJETOS E OBRAS;PROJETOS E OBRAS;ENGENHARIA E PROJETOS/OBRAS;0;1
;;3919 - PROJETOS E OBRAS;MAT CONSUMO GERAL;vl_mat_consumo_geral_total;0;;05.30.10.03.00;3919;6807;01/02/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;PROJETOS E OBRAS;PROJETOS E OBRAS;ENGENHARIA E PROJETOS/OBRAS;0;1
;;3919 - PROJETOS E OBRAS;MAT MED USO NO PACIENTE;vl_matmed_paciente_total;0;;05.30.10.03.00;3919;6807;01/02/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;PROJETOS E OBRAS;PROJETOS E OBRAS;ENGENHARIA E PROJETOS/OBRAS;0;1
;;3919 - PROJETOS E OBRAS;NAO OPERACIONAIS;vl_nao_operacionais_total;0;;05.30.10.03.00;3919;6807;01/02/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;PROJETOS E OBRAS;PROJETOS E OBRAS;ENGENHARIA E PROJETOS/OBRAS;0;1
;;3919 - PROJETOS E OBRAS;PESSOAL MEDICO;vl_pessoal_medico_total;0;;05.30.10.03.00;3919;6807;01/02/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;PROJETOS E OBRAS;PROJETOS E OBRAS;ENGENHARIA E PROJETOS/OBRAS;0;1
;;3919 - PROJETOS E OBRAS;PESSOAL NAO MEDICO;vl_pessoal_nmedico_total;2882;;05.30.10.03.00;3919;6807;01/02/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;PROJETOS E OBRAS;PROJETOS E OBRAS;ENGENHARIA E PROJETOS/OBRAS;0;1
;;3919 - PROJETOS E OBRAS;PRESTACAO SERVICOS;vl_prestacao_servico_total;0;;05.30.10.03.00;3919;6807;01/02/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;PROJETOS E OBRAS;PROJETOS E OBRAS;ENGENHARIA E PROJETOS/OBRAS;0;1
;;3919 - PROJETOS E OBRAS;RATEIO ABSORVIDO;vl_absorvido_total;2776.7022;;05.30.10.03.00;3919;6807;01/03/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;PROJETOS E OBRAS;PROJETOS E OBRAS;ENGENHARIA E PROJETOS/OBRAS;0;1
;;3919 - PROJETOS E OBRAS;GERAIS;vl_gerais_total;107;;05.30.10.03.00;3919;6807;01/03/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;PROJETOS E OBRAS;PROJETOS E OBRAS;ENGENHARIA E PROJETOS/OBRAS;0;1
;;3919 - PROJETOS E OBRAS;MAT CONSUMO GERAL;vl_mat_consumo_geral_total;0;;05.30.10.03.00;3919;6807;01/03/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;PROJETOS E OBRAS;PROJETOS E OBRAS;ENGENHARIA E PROJETOS/OBRAS;0;1
;;3919 - PROJETOS E OBRAS;MAT MED USO NO PACIENTE;vl_matmed_paciente_total;0;;05.30.10.03.00;3919;6807;01/03/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;PROJETOS E OBRAS;PROJETOS E OBRAS;ENGENHARIA E PROJETOS/OBRAS;0;1
;;3919 - PROJETOS E OBRAS;NAO OPERACIONAIS;vl_nao_operacionais_total;0;;05.30.10.03.00;3919;6807;01/03/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;PROJETOS E OBRAS;PROJETOS E OBRAS;ENGENHARIA E PROJETOS/OBRAS;0;1
;;3919 - PROJETOS E OBRAS;PESSOAL MEDICO;vl_pessoal_medico_total;0;;05.30.10.03.00;3919;6807;01/03/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;PROJETOS E OBRAS;PROJETOS E OBRAS;ENGENHARIA E PROJETOS/OBRAS;0;1
;;3919 - PROJETOS E OBRAS;PESSOAL NAO MEDICO;vl_pessoal_nmedico_total;2866;;05.30.10.03.00;3919;6807;01/03/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;PROJETOS E OBRAS;PROJETOS E OBRAS;ENGENHARIA E PROJETOS/OBRAS;0;1
;;3919 - PROJETOS E OBRAS;PRESTACAO SERVICOS;vl_prestacao_servico_total;0;;05.30.10.03.00;3919;6807;01/03/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;PROJETOS E OBRAS;PROJETOS E OBRAS;ENGENHARIA E PROJETOS/OBRAS;0;1
;;3919 - PROJETOS E OBRAS;RATEIO ABSORVIDO;vl_absorvido_total;3050.9479;;05.30.10.03.00;3919;6807;01/04/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;PROJETOS E OBRAS;PROJETOS E OBRAS;ENGENHARIA E PROJETOS/OBRAS;0;1
;;3919 - PROJETOS E OBRAS;GERAIS;vl_gerais_total;140;;05.30.10.03.00;3919;6807;01/04/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;PROJETOS E OBRAS;PROJETOS E OBRAS;ENGENHARIA E PROJETOS/OBRAS;0;1
;;3919 - PROJETOS E OBRAS;MAT CONSUMO GERAL;vl_mat_consumo_geral_total;0;;05.30.10.03.00;3919;6807;01/04/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;PROJETOS E OBRAS;PROJETOS E OBRAS;ENGENHARIA E PROJETOS/OBRAS;0;1
;;3919 - PROJETOS E OBRAS;MAT MED USO NO PACIENTE;vl_matmed_paciente_total;0;;05.30.10.03.00;3919;6807;01/04/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;PROJETOS E OBRAS;PROJETOS E OBRAS;ENGENHARIA E PROJETOS/OBRAS;0;1
;;3919 - PROJETOS E OBRAS;NAO OPERACIONAIS;vl_nao_operacionais_total;0;;05.30.10.03.00;3919;6807;01/04/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;PROJETOS E OBRAS;PROJETOS E OBRAS;ENGENHARIA E PROJETOS/OBRAS;0;1
;;3919 - PROJETOS E OBRAS;PESSOAL MEDICO;vl_pessoal_medico_total;0;;05.30.10.03.00;3919;6807;01/04/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;PROJETOS E OBRAS;PROJETOS E OBRAS;ENGENHARIA E PROJETOS/OBRAS;0;1
;;3919 - PROJETOS E OBRAS;PESSOAL NAO MEDICO;vl_pessoal_nmedico_total;2878;;05.30.10.03.00;3919;6807;01/04/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;PROJETOS E OBRAS;PROJETOS E OBRAS;ENGENHARIA E PROJETOS/OBRAS;0;1
;;3919 - PROJETOS E OBRAS;PRESTACAO SERVICOS;vl_prestacao_servico_total;0;;05.30.10.03.00;3919;6807;01/04/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;PROJETOS E OBRAS;PROJETOS E OBRAS;ENGENHARIA E PROJETOS/OBRAS;0;1
;;3919 - PROJETOS E OBRAS;RATEIO ABSORVIDO;vl_absorvido_total;3471.7415;;05.30.10.03.00;3919;6807;01/05/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;PROJETOS E OBRAS;PROJETOS E OBRAS;ENGENHARIA E PROJETOS/OBRAS;0;1
;;3919 - PROJETOS E OBRAS;GERAIS;vl_gerais_total;128;;05.30.10.03.00;3919;6807;01/05/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;PROJETOS E OBRAS;PROJETOS E OBRAS;ENGENHARIA E PROJETOS/OBRAS;0;1
;;3919 - PROJETOS E OBRAS;MAT CONSUMO GERAL;vl_mat_consumo_geral_total;0;;05.30.10.03.00;3919;6807;01/05/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;PROJETOS E OBRAS;PROJETOS E OBRAS;ENGENHARIA E PROJETOS/OBRAS;0;1
;;3919 - PROJETOS E OBRAS;MAT MED USO NO PACIENTE;vl_matmed_paciente_total;0;;05.30.10.03.00;3919;6807;01/05/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;PROJETOS E OBRAS;PROJETOS E OBRAS;ENGENHARIA E PROJETOS/OBRAS;0;1
;;3919 - PROJETOS E OBRAS;NAO OPERACIONAIS;vl_nao_operacionais_total;0;;05.30.10.03.00;3919;6807;01/05/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;PROJETOS E OBRAS;PROJETOS E OBRAS;ENGENHARIA E PROJETOS/OBRAS;0;1
;;3919 - PROJETOS E OBRAS;PESSOAL MEDICO;vl_pessoal_medico_total;0;;05.30.10.03.00;3919;6807;01/05/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;PROJETOS E OBRAS;PROJETOS E OBRAS;ENGENHARIA E PROJETOS/OBRAS;0;1
;;3919 - PROJETOS E OBRAS;PESSOAL NAO MEDICO;vl_pessoal_nmedico_total;2878;;05.30.10.03.00;3919;6807;01/05/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;PROJETOS E OBRAS;PROJETOS E OBRAS;ENGENHARIA E PROJETOS/OBRAS;0;1
;;3919 - PROJETOS E OBRAS;PRESTACAO SERVICOS;vl_prestacao_servico_total;0;;05.30.10.03.00;3919;6807;01/05/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;PROJETOS E OBRAS;PROJETOS E OBRAS;ENGENHARIA E PROJETOS/OBRAS;0;1
;;3919 - PROJETOS E OBRAS;RATEIO ABSORVIDO;vl_absorvido_total;3034.4456;;05.30.10.03.00;3919;6807;01/06/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;PROJETOS E OBRAS;PROJETOS E OBRAS;ENGENHARIA E PROJETOS/OBRAS;0;1
;;3919 - PROJETOS E OBRAS;GERAIS;vl_gerais_total;94;;05.30.10.03.00;3919;6807;01/06/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;PROJETOS E OBRAS;PROJETOS E OBRAS;ENGENHARIA E PROJETOS/OBRAS;0;1
;;3919 - PROJETOS E OBRAS;MAT CONSUMO GERAL;vl_mat_consumo_geral_total;0;;05.30.10.03.00;3919;6807;01/06/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;PROJETOS E OBRAS;PROJETOS E OBRAS;ENGENHARIA E PROJETOS/OBRAS;0;1
;;3919 - PROJETOS E OBRAS;MAT MED USO NO PACIENTE;vl_matmed_paciente_total;0;;05.30.10.03.00;3919;6807;01/06/2019;UNIDADES AUXILIARES DE APOIO GERAL;ENGENHARIA E PROJETOS/OBRAS;PROJETOS E OBRAS;PROJETOS E OBRAS;ENGENHARIA E PROJETOS/OBRAS;0;1
